partner,host,class,socket,t_lat_s,t_lat_min_s,inv_bw_s_per_word,bw_GB_s,m2_words,m_eager_words,m_eager_bytes,m_eager_next_bytes,eager_score
156,ccc0392.campuscluster.illinois.edu,inter,0,2.7741145e-06,2.674607e-06,2.994368253903418e-09,2.6716820783720605,223.9007005472959,1011,8088,8224,0.39468425374030364
157,ccc0392.campuscluster.illinois.edu,inter,1,2.7045835e-06,2.4942775e-06,7.897941834223451e-10,10.129221217272466,404.7053977106553,1011,8088,8224,0.47905625234959465
158,ccc0392.campuscluster.illinois.edu,inter,0,2.6743965e-06,2.6743965e-06,2.998105221236227e-09,2.668351978887956,194.2790287761597,1011,8088,8224,0.3989461870873811
159,ccc0392.campuscluster.illinois.edu,inter,1,2.6924155e-06,2.4957855e-06,7.910754950115903e-10,10.112814833030304,403.43650952341096,1011,8088,8224,0.4810245524839268
160,ccc0392.campuscluster.illinois.edu,inter,0,2.6604855e-06,2.6604855e-06,3.0044977586588136e-09,2.6626746440214166,193.8640390583268,1011,8088,8224,0.39852114760779933
161,ccc0392.campuscluster.illinois.edu,inter,1,2.685252e-06,2.4761435e-06,7.911418709855299e-10,10.111966378463011,406.3568037654025,1011,8088,8224,0.4752159587122197
162,ccc0392.campuscluster.illinois.edu,inter,0,2.7724215e-06,2.6646235e-06,3.00382938311191e-09,2.66326710996886,227.2190102460678,1011,8088,8224,0.40059724838770483
163,ccc0392.campuscluster.illinois.edu,inter,1,2.690908e-06,2.490235e-06,7.896050118966168e-10,10.13164794988338,408.0872848895044,1011,8088,8224,0.47804454558293313
164,ccc0392.campuscluster.illinois.edu,inter,0,2.770768e-06,2.662539e-06,3.0003941711683194e-09,2.6663163383246045,225.0265613696191,1011,8088,8224,0.3998362420821137
165,ccc0392.campuscluster.illinois.edu,inter,1,2.4746005e-06,2.473784e-06,7.89000990533765e-10,10.139404254217656,296.2021120085608,1011,8088,8224,0.476982992883348
166,ccc0392.campuscluster.illinois.edu,inter,0,2.673916e-06,2.673916e-06,3.0069268434650303e-09,2.6605236563657813,192.16867590019305,1011,8088,8224,0.3994732870645668
167,ccc0392.campuscluster.illinois.edu,inter,1,2.4718405e-06,2.4718405e-06,7.900676013765356e-10,10.125715807181045,295.4784019873983,1011,8088,8224,0.48710184817738356
168,ccc0392.campuscluster.illinois.edu,inter,0,2.6767215e-06,2.6579055e-06,3.001491672368193e-09,2.6653413946299436,197.23999468516172,1011,8088,8224,0.3977302098091559
169,ccc0392.campuscluster.illinois.edu,inter,1,2.6964135e-06,2.496191e-06,7.889371674818998e-10,10.140224506767884,401.6069929378219,1011,8088,8224,0.4809628207051428
170,ccc0392.campuscluster.illinois.edu,inter,0,2.6694575e-06,2.6673685e-06,2.999509073085053e-09,2.667103117568451,194.80727141010144,1011,8088,8224,0.4003007246245645
171,ccc0392.campuscluster.illinois.edu,inter,1,2.6851775e-06,2.4942775e-06,7.892723661502957e-10,10.135918021582699,398.3722588503425,1011,8088,8224,0.48017255369947937
172,ccc0392.campuscluster.illinois.edu,inter,0,2.677673e-06,2.6653295e-06,2.9936059513719406e-09,2.672362405056577,195.35739050607827,1011,8088,8224,0.3978515485183777
173,ccc0392.campuscluster.illinois.edu,inter,1,2.6976355e-06,2.5005945e-06,7.894513259877255e-10,10.133620321671847,412.95381961526584,1011,8088,8224,0.4841949002091749
174,ccc0392.campuscluster.illinois.edu,inter,0,2.6689115e-06,2.668536e-06,3.0022096509794158e-09,2.66470397808166,193.8734766005964,1011,8088,8224,0.39877979758157367
175,ccc0392.campuscluster.illinois.edu,inter,1,2.4093975e-06,2.403266e-06,7.904668783890042e-10,10.120601151947374,248.78709891699415,1011,8088,8224,0.4847017154786867
176,ccc0392.campuscluster.illinois.edu,inter,0,2.77149e-06,2.658717e-06,2.9940432669233203e-09,2.671972074812667,222.25928168999573,1011,8088,8224,0.39792560857719633
177,ccc0392.campuscluster.illinois.edu,inter,1,2.4906905e-06,2.4906905e-06,7.895307218642458e-10,10.132601276249694,296.32204621067865,1011,8088,8224,0.47579039782368593
178,ccc0392.campuscluster.illinois.edu,inter,0,2.671221e-06,2.659534e-06,3.000816784943559e-09,2.6659408332223347,195.8981959064865,1011,8088,8224,0.40010674677543023
179,ccc0392.campuscluster.illinois.edu,inter,1,2.573752e-06,2.475793e-06,7.890676217999121e-10,10.138548052132089,303.3185068679752,1011,8088,8224,0.47449707561946947
180,ccc0392.campuscluster.illinois.edu,inter,0,2.7703725e-06,2.6656905e-06,3.0073575489707833e-09,2.6601426234595427,223.31109861383305,1011,8088,8224,0.3960540364848119
181,ccc0392.campuscluster.illinois.edu,inter,1,2.479675e-06,2.479675e-06,7.904232234215283e-10,10.121160111376996,298.8076362381826,1011,8088,8224,0.4820369544589487
182,ccc0392.campuscluster.illinois.edu,inter,0,2.7790135e-06,2.68124e-06,3.0025682396070544e-09,2.664385739671635,227.9689723772234,1011,8088,8224,0.3964350033417203
183,ccc0392.campuscluster.illinois.edu,inter,1,2.7106e-06,2.4852605e-06,7.905485718953914e-10,10.11955531185071,418.43475291930326,1011,8088,8224,0.48124921949353555
184,ccc0392.campuscluster.illinois.edu,inter,0,2.7504e-06,2.6688965e-06,3.0050060807686895e-09,2.662224230159819,217.80047165876366,1011,8088,8224,0.3951862055323753
185,ccc0392.campuscluster.illinois.edu,inter,1,2.481919e-06,2.4724065e-06,7.907224258886722e-10,10.117330352694891,299.15694141518804,1011,8088,8224,0.4777161282582607
186,ccc0392.campuscluster.illinois.edu,inter,0,2.767843e-06,2.669633e-06,3.012123640853254e-09,2.655933472151168,217.7211905464671,1011,8088,8224,0.3960380714173235
187,ccc0392.campuscluster.illinois.edu,inter,1,2.481308e-06,2.4789385e-06,7.914116969621514e-10,10.108518778163313,298.0005041123026,1011,8088,8224,0.484925344933829
188,ccc0392.campuscluster.illinois.edu,inter,0,2.7760285e-06,2.659639e-06,2.9960256109142523e-09,2.670204143401418,226.9734800745031,1011,8088,8224,0.3987047988145948
189,ccc0392.campuscluster.illinois.edu,inter,1,2.487039e-06,2.479059e-06,7.905539330317481e-10,10.11948668615216,299.54761220137175,1011,8088,8224,0.47610710821409463
190,ccc0392.campuscluster.illinois.edu,inter,0,2.765443e-06,2.6688165e-06,3.0002203650471382e-09,2.6664708010120806,222.70879872782018,1011,8088,8224,0.38634706068759234
191,ccc0392.campuscluster.illinois.edu,inter,1,2.5161835e-06,2.5161835e-06,7.896379445913793e-10,10.131225398672843,301.649505018605,1011,8088,8224,0.4823450688833675
