# P=192 nodes=2 M=191 msg_vol=100000 nsizes=500 host0=ccc0391.campuscluster.illinois.edu cpu0=0 socket0=0 date=2026-09-14T23:25:31
partner,partner_host,partner_cpu,partner_socket,class,nwds,bytes,nloop,t_half_s,mb_per_s
0,ccc0391.campuscluster.illinois.edu,0,0,self,1546,12368,64,1.400904687e-05,882.8581
0,ccc0391.campuscluster.illinois.edu,0,0,self,1571,12568,63,1.397203175e-05,899.5113
0,ccc0391.campuscluster.illinois.edu,0,0,self,1597,12776,62,1.412820968e-05,904.2901
0,ccc0391.campuscluster.illinois.edu,0,0,self,1623,12984,61,1.413940984e-05,918.2844
0,ccc0391.campuscluster.illinois.edu,0,0,self,1649,13192,60,1.427721667e-05,923.9896
0,ccc0391.campuscluster.illinois.edu,0,0,self,1676,13408,59,1.433259322e-05,935.4902
0,ccc0391.campuscluster.illinois.edu,0,0,self,1703,13624,58,1.430244828e-05,952.5642
0,ccc0391.campuscluster.illinois.edu,0,0,self,1731,13848,57,1.442471930e-05,960.0187
0,ccc0391.campuscluster.illinois.edu,0,0,self,1759,14072,56,1.452717857e-05,968.6671
0,ccc0391.campuscluster.illinois.edu,0,0,self,1788,14304,55,1.459240000e-05,980.2363
0,ccc0391.campuscluster.illinois.edu,0,0,self,1817,14536,54,1.466538889e-05,991.1773
0,ccc0391.campuscluster.illinois.edu,0,0,self,1847,14776,54,1.475761111e-05,1001.2461
0,ccc0391.campuscluster.illinois.edu,0,0,self,1877,15016,53,1.493435849e-05,1005.4667
0,ccc0391.campuscluster.illinois.edu,0,0,self,1908,15264,52,1.491540385e-05,1023.3716
0,ccc0391.campuscluster.illinois.edu,0,0,self,1939,15512,51,1.511945098e-05,1025.9632
0,ccc0391.campuscluster.illinois.edu,0,0,self,1971,15768,50,1.521766000e-05,1036.1646
0,ccc0391.campuscluster.illinois.edu,0,0,self,2003,16024,49,1.517736735e-05,1055.7826
0,ccc0391.campuscluster.illinois.edu,0,0,self,2036,16288,49,1.529308163e-05,1065.0568
0,ccc0391.campuscluster.illinois.edu,0,0,self,2069,16552,48,1.571064583e-05,1053.5531
